name,line
Interviewer, probably what i would have done so but i'm so sad that it's been postponed it was like i would literally i was like.
Grimes, i was like this is like the light at the end of the tunnel like of the pandemic was.
Interviewer, going to dune like and i was you know going to rent out a feeder for all my friends and.
Grimes, everyone cosplay as a character from dune um and i was going to be like a sand.
Interviewer, worm or an artistic interpretation of a sand worm um but yeah huge tragedy that that film.
Grimes, release has been delayed what um what a glorious vision of this uh film premiere or the private.
Interviewer, film premiere like i hope this comes to pass just delayed you know a bit because like.
Grimes, the the you and the um sand worm in a costume would be funny.
Interviewer, there'd be a lot of funny things to be had um um i'm a dune fan from the book uh the.
Grimes, the movie didn't do much for me which is kind of funny um but i loved the world building of the book.
Interviewer, and i think that it was almost it was very very hard to make a good movie about that book.
Grimes, given filmmaking capabilities of like the 80s and whatnot yeah yeah yeah um i mean i.
Interviewer, i one of the things that i love about doing that i think is so interesting is it's.
Grimes, it's like so far in the future but it's sort of post technological you know like ai is banned thinking.
Interviewer, machines are banned and so like people are just crazy mind enhancement and stuff to like make up for.
Grimes, um you know the technology bands which is really really interesting to me um especially.
Interviewer, because like i do worry we might get into a situation where like governments might start banning.
Grimes, technology um like i think a lot of like the tech boom has been amazing but also it.
Interviewer, has been quite irresponsible from a safety perspective and it like you know i'm worried if the degree to.
Grimes, which like if the irresponsibility continues we might get into a place where like.
Interviewer, we're shutting down technology like because we just no no it's a real i mean right now that's like the.
Grimes, the overreaction that everyone can see coming uh because right now there are so many people that do not feel like.
Interviewer, they're getting included by technologies uh forward advancement uh and that there is something happening.
Grimes, where uh where technology is consuming more and more of our time.
Interviewer, more and more of our kids time um are you on tick tock um on and off i do find the algorithm.
Grimes, to be unsafely addictive so i'm bingo that's where i was going with it yeah wait was i talking.
Interviewer, about the main technology center for humane yeah we were talking about tristana.
Grimes, yeah yeah totally yeah and you know i think for example like i was listening to a podcast with.
Interviewer, tristan harris and i think it's tristane whatever i'm saying his name wrong that's right and um.
Grimes, you know the guy who invented the endless scroll you know and it's just like.
Interviewer, like a lot of this stuff is like really addictive and also like um prioritizes hysteria.
Grimes, and rage um and also just uh misinformation um and you know i think it's.
Interviewer, like leading to not only like a political crisis but a mental health crisis.
Grimes, um yes you know i was also i was reading this thing about how like you go on twitter.
Interviewer, or whatever and you your brain is kind of getting the social chemicals and you're like feel.
Grimes, like you're getting the social time but you know you're not like there's different hormonal releases when you're.
Interviewer, actually in a room with real people you know and it's like you're actually you feel like you're getting social.
Grimes, a social experience but you're really not and and so it's like people are kind of having the byproducts of being.
Interviewer, quite isolated um not to mention the lack of sleep like you know like these things like you're.
Grimes, on your phone late at night like it's gonna be harder to sleep like i think sleeping pill usage is going way up yeah.
Interviewer, which is leads to less rem sleep blah blah blah and all this like feeds into like mental health crisis on top of.
Grimes, you know all the political political stuff and everything um but yeah i i it's quite concerning and.
Interviewer, you know i was thinking the other day i was talking some people the other day um about how it you know it's like we.
Grimes, have global warming and then we have all these global warming scientists or whatever.
Interviewer, or like we have pandemic and then we have all these pandemic scientists but then we have tech.
Grimes, and then there isn't like a tech safety community that's super large like it's quite small.
Interviewer, it's quite unforgotten the extent that it exists it's tiny like it's just the people that he has on the podcast.
Grimes, and that that's like i think there's like oxford there's like some stuff at oxford like.
Interviewer, there but it's still it's like it's just not it you know it's interesting that.
Grimes, when people consider career in tech it's it's all sort of like making the tech and none of it is the sort of like the.
Interviewer, stuff about the guard rails yeah yeah and it's like especially like when we're getting.
Grimes, close to ai and talking about ai you know it's like it's going to be super important to have.
Interviewer, like as many people working on ai safety as the.
Grimes, as much as actually just building ai this is one of the things i said on on the trail grimes is that i said look.
Interviewer, some of the most powerful technologists in the world have said to me that they want guardrails on ai.
Grimes, because all the incentives right now are to go as fast as possible because we're competing against each other and the.
Interviewer, chinese and one of us is going to do something very regrettable.
Grimes, and and so i would say to folks it's like look if elon is saying this or sam altman is.
Interviewer, saying this then we really need to listen because these are not people that frankly generally request guardrails you.
Grimes, know like that that's not really yeah yeah yeah yeah no exactly like late.
Interviewer, you know they yeah um uh i mean one of the things that really concerns me about the state of the.
Grimes, government right now um you know at the risk of sounding aegis.
Interviewer, is we just have a lot of people in the government who are like very old they didn't grow up with the internet they're.
Grimes, not super tuned into technology like you know there's people who are like getting.
Interviewer, their they're not even checking their email like in congress and stuff.
Grimes, they might never check their email in their entire life yeah like their emails get printed out and they read the paper.
Interviewer, and then like say you know it's just like this is like really concerning like i don't think.
Grimes, the government across the board has any understanding of technology and that's part of the reason.
Interviewer, the facebook situation is so out of control we can all see it's happening and you.
Grimes, don't want to be a jerk to be like oh you know the olds don't get this stuff but the fact is the average age of a u.s.
Interviewer, senator is 62. so like how many 62 year olds you know that like understand.
Grimes, like the mechanics of the social media companies um very few and there has not been independent.
Interviewer, guidance on technology related issues in the us congress since 1995 you know 25 years so so they're.
Grimes, completely out to lunch on this set of issues uh it's corrosive for democracy it's close.
Interviewer, environmental health and i've experienced these social media apps in a particular way.
Grimes, where i ran for president and tried to use these apps to the best of my ability to make my case.
Interviewer, and compete and generate a following uh and so i've benefited from them tremendously um.
Grimes, yes yep but same i rely on them completely to run my business yeah um but i can.
Interviewer, very very clearly see the downsides for users uh where i think that i'm unusually good on them.
Grimes, and even for me sometimes like i sense myself lapsing into like a twitter vortex or.
Interviewer, like uh you know like an hour two will pass um and yeah and then i'll look up and be.
Grimes, like oh wait like i was supposed to do this other thing you know it it feels like you're being.
Interviewer, productive in a particular way and social in a particular way well you huge reward you know the way.
Grimes, it's been set up like as tristan harris or whatever says like it's it's just.
Interviewer, rewards we're like ooh like you hit the heart and go blue like it you know like the squirrel like this.
Grimes, it's so set up visually to just like make your brain just like like tuned in and you know it does it.
Interviewer, does feel semi-productive or you know you're like oh i'm learning things i'm learning.
Grimes, things but it's like a very shallow um comprehension you know if you're getting a one sentence on a thing it's.
Interviewer, like ooh like a fact like are you even gonna remember that and there's no deep knowledge there um which.
Grimes, and i'm not saying this like i don't wanna say social media is all bad social media obviously is great and.
Interviewer, you know there's been a lot of like political organizing and stuff on it so yeah you know it's it's definitely like.
Grimes, i'm not just saying like you know social media but but but there are there are excesses and the.
Interviewer, excesses are hitting teenage girls particularly hard yes yeah yeah yeah yeah yeah i mean the.
Grimes, beauty stuff i i think is like concerning um and i believe that that tick tock is.
Interviewer, the most powerful of these in its own way like i just got on tick tock maybe um.
Grimes, two weeks ago three weeks ago and holy cow is that stuff powerful like you you get in there and uh it's.
Interviewer, it's hypnotic uh you know you just end up seeing these videos of human beings like like dancing humans are trained to.
Grimes, want to look at human faces you know it's like like consider the amount of portraits versus landscapes.
Interviewer, you know in the lineage of painting um like we want to look at humans like we're you know.
Grimes, i i think yeah i think it behooves most any adult who wants to understand what's going on.
Interviewer, with the younger generation to try and spend a few hours on tick tock just to see what the heck the kids are.
Grimes, doing um because it's like another language it's like another visual and digital language.
Interviewer, it's got a different energy and vocabulary different people uh you know it's like it's fascinating.
Grimes, because like you know i've been on twitter now for a little bit and all the media and the journalists.
Interviewer, are on twitter and then you go on tick tock and it's like just actual like kids having fun.
Grimes,  i think it's great for music for you for music it would be.
Interviewer, i'm sure like a really useful fire hose you could just like turn it on and like um get stimulation in a particular way.
Grimes, well it's sort of i think a more natural i mean maybe there are you know the dark forces of major labels.
Interviewer, pushing certain songs or whatever but like as far as i'm aware like i feel like it's just people.
Grimes, like dig a song a song has a cool vibe with a certain movement and then like that song can kind of take.
Interviewer, off in a natural organic way and i think that's pretty cool.
Grimes, um because music is super over gate kept and i like i think tick tock doesn't have that.
Interviewer, i don't know i might be wrong but there's a music discovery element and there are.
Grimes, like undiscovered artists who are just making their stuff there uh and yeah yeah and getting found are you.
Interviewer, gonna run again do you think uh i'm almost certainly gonna run for something at some point.
Grimes, and i i've been pretty public about that um and i dare say it would be more fun the second time.
Interviewer, than the first time because we'd start at a higher base the but the problems are just getting.
Grimes, bigger and hairier and nastier and i just want to try and solve them for your son for my sons for everyone's kids.
Interviewer, um because you and i are in a position where we're actually more able to make a difference in the world and.
Grimes, frankly you know like the vast vast majority of folks and so uh like i take that responsibility to.
Interviewer, heart so yeah you're going to see andre yang on some ballot somewhere in some campaign.
Grimes, i've got a couple of uh visions uh but first things first you know we we have um right now this.
Interviewer, this might be too um uh too nitty-gritty for you but we're heading to georgia for the senate races.
Grimes, uh trying to win the senate oh yeah for the dems and then uh you know and then i may end up in the.
Interviewer, administration trying to tackle some of the social media problems you're talking about.
Grimes, um that would be cool yeah if you if you if that does end up happening and you end up like.
Interviewer, i don't know like working with the center for humane tech people or anything like that like.
Grimes, and you need any help definitely hit me up i will hit you up that would be so fun.
Interviewer, grimes what we do is we'd have this um you know this message that we need to get out um and then you could help.
Grimes, you could like make some freaking incredible creative for it um we'll hit you up on that for.
Interviewer, for sure look at that you could be like the champion of the of the humane technology movement or the.
Grimes, human tech movement i would love it cool yeah well anyway i can help just let me know thank.
Interviewer, you for listening in i hope you enjoyed this conversation if you did please do subscribe to yang.
Grimes, speaks and click on notifications so we can let you know every time we have a new episode.
Interviewer,  .
Grimes,"It's weird because I've already heard the record a million times so it's old. I finished it in August and the way I roll is that I make a record and then after the record's done, I'm just done with it. Giving it more time almost gives me more time to not be so sick of it, though. Right after I finished it, I was like 'Wow, I just killed myself to make this' and there was just a point where if I heard any of those songs, any of those drum beats, I would just shutter!"
Interviewer,Grimes.
Grimes,"I wrote my thesis on Medieval music and I've always thought the dialogue between music and God in Medieval society was really cool and even though I don't believe in any of that stuff, I've always thought all that stuff was really interesting. Like, this idea of seq:uestering yourself and fasting, it's a process and it leads to good art, or whatever, so I just decided to blackout my windows and lock myself in my room and just not really have any stimulation of any kind. I didn't talk to anybody for three weeks, I had been on tour for a really long time so I just didn't tell anyone I was back, and I tortured myself and kind of went crazy in my room. My roommate went and got my groceries because, obviously, I didn't fast the entire time or I would've died! It worked incredibly well, I was inspired the entire time and I was making so much music. I think it's my best work yet."
Interviewer,Is this the way you always record music or was this a first?
Grimes,I've done it for a couple of days before but it's definitely a whole new ball game when you do it for an extended period of time.
Interviewer,"Whenever you talk about Visions, you make it sound like it's your debut album but, in reality, this is your third. Why does this feel like the first to you?"
Grimes,"This is like my first record as a musician, the first record that was thought out and meticulous and not just random songs that I liked. This one was more reflective of the phase I was in and just more artistically and emotionally directed. Also, this was the first time I knew that people were going to hear it. In the past, I always just made music and it was just whatever; put it on the internet for free and I just didn't give a suct or think about it that much. With this, there was actually a publicist involved and there's an infrastructure here. And, obviously, we started talking to labels and it was like, 'OK, this isn't going to be me posting things online for free, this is going to be an actual thing so it needs to be good!'."
Interviewer,It's also your most poppy-sounding record yet. Was that intentional?
Grimes,"I think that was just natural. I've always to make pop music and I've just slowly been working on getting there on my records. Actually, at the time, I thought my first two releases were pop records but it's only now that I realized that I was just crazy!"
Interviewer,You're a musician and a producer but you've expressed more interest in producing. What does the future hold for Grimes?
Grimes,"I definitely want to make at least two more albums after this but I just don't want to be a touring musician when I'm 30 years-old. It's a crazy life, I'll just be so haggard! I probably have 11 more records in me but maybe two or three more records that I'm willing to tour. I'd rather recede into the background. I'm getting really interested in film and I can't afford to go to film school but I'd like to somehow be a filmmaker or producer of pop songs or something. I want to finish my records for 4AD and do a really good job, build the concept of Grimes because it's a brand and just expand that into other arts and bring in other people later on and be able to work on things where I don't actually have to look nice or be charismatic because those are things I don't like doing."
Interviewer,Do you feel like you always have to look nice?
Grimes,"Well, as of tomorrow, I'll be in Europe so I have to do all these photo shoots and stuff. When left to my own devices, I'll just wear my pajamas for weeks and not shower! I grew up with four brothers, I'm a huge tomboy so this whole fashion thing has just come out of the blue. It's really great but it's definitely like, fuck I have to always be presentable. I'd just rather be dirty, angry and alone in my room."
Interviewer,"Largely, the music writing that's out there about you is focused on how non-specific your sound is and how your influences are wide-ranging; the word ""ethereal"" is used a lot. Was that your intention?"
Grimes,"I mean, I think my sound is post-Internet. People my age had the Internet when they were kids. So I think I just had a really diverse musical background, but from a really young age. People who are 30 and older don't have that, they were raised with genres of music. But people my age had everything all at once, and that's why get Animal Collective and all these weird medley bands. Because genres are sort of disappearing, people just use bands as reference points. And if I were to describe my sound, I'd just say it's ""modern?""."
Interviewer,"But you obviously love singing, so who did you sing along to growing up?"
Grimes,"Christina Aguilera, you know, crap like that."
Interviewer,We all did. Who else?
Grimes,"Mariah Carey. I was really into Disney soundtracks, like Mulan and Pocahontas."
Interviewer,"When you're performing onstage, you're Grimes. How do you prepare? Is there a specific mood you channel, or as soon as the music starts, it's immediate?"
Grimes,"It's different every time. Tonight, I was probably more caffeinated than is probably a good idea. Usually I drink a beer, take five lozenges, drink tea, and do a hundred or two hundred skips on the skipping rope, and then I go."
Interviewer,So now you're based in Montreal; why do think there's always so much groundbreaking music coming out of there?
Grimes,"Well I feel like Montreal's this sort of weird anomaly in Canada, because it's pretty hard to leave Canada economically, but all of the cities that provide metropolitan benefits are very expensive, like Toronto and Vancouver. But Montreal is really cheap so it's pretty much the best place to be if you're trying to be an artist, because you don't have to pay a lot of rent. Nobody I know has a steady job, at all. Nobody. And we all just work on art all the time, and it's really dark and depressing most of the year, so you work on art even more."
Interviewer,"So in the Montreal music scene, what's your everyday artist life like?"
Grimes,"Well I sort of lead a double life because I attend McGill University, or I recently got kicked out of McGill University for not attending. I was studying general Arts and Science degree, but I was in the electro-acoustics program, which is like psycho-physics, which I love. It's the physics of neuro-biology, specifically related to music, and I have a lot of really good friends who study that. And then I have my music friends; I live with Marilis, who's my publicist and is heavily involved in the label. My manager lives on my block; four of the apartments in my apartment complex of seven are people I know. It's a really close-knit community, and almost everyone on these few blocks are artists or graphic designers, because we live right on the cusp of a warehouse district."
Interviewer,You've suddenly gained a lot of momentum; what's that been like?
Grimes,"I think the big development for me was on our tour down at South by Southwest, because it was just too crazy, and I didn't go any the shows except the ones I was playing. The band I was playing with was called Doldrums, and the guy in that band had such a lucid philosophy about what music was and why we're doing it, and I was kind of getting stressed about press, and things getting weirder. I had to restructure my ideas about why this is necessary why this is a good thing, and that I do really want to do this. Also finding a balance between pop music and my background, which is goth, metal, and industrial. I used to play smoky warehouse parties to lots of drunk people at midnight, and I don't want to lose that."
Interviewer,How did you start playing those parties?
Grimes,"I moved to Montreal before I started playing music. I was 17 or 18; as soon as I graduated from high school, I just left Vancouver. I guess because people perceived my first two records as dance records, which they're not, at all, but I kept getting asked to play these parties. But I didn't know how the hell to play music live so I'd play weird ambient stuff, and people would be like, ""What the fuck?"" So I started playing more dance-oriented music. I think that's why my sound is a lot more upbeat now."
Interviewer,And now you're opening for Lykke Li? What's that like?
Grimes,"Pretty crazy. It's pretty intense. I've not played for this many people in my life. This is a really big jump, because I only just started playing music. I have no idea what I'm doing. It's psychologically intense, but I think it's important to do things that you're not ready to do, because you'll just get better and better."
Interviewer,"Since this life is fairly new, how do you wind down or return from having to suddenly play at Webster Hall or be away from home for stretches of time?"
Grimes,"We chill out, drink, well, I can't really drink. All the things that make me happy, I can't do because they wreck my voice, like eat yogurt and smoke weed."
Interviewer,"Because you're still figuring out life as a musician, what other aspects of your life have influenced your sound?"
Grimes,"I've always had this problem where I'm just a little too crazy to deal with academic life while being an intensely academic person, and the I kind of had a breakdown a couple years ago and was homeless in America."
Interviewer,Where do your songs come from? You sound upset in a lot of them.
Grimes,"Yeah, they're mostly from a place of me being really upset, and weirdly, that's probably why they sound really happy a lot of the time. hahaha I've always had this need to constantly be putting something out. I did ballet for 11 years, and then after that, really intense into visual arts, and now I'm really intense into music. But this is the one that I feel most connected to. It's very escapist for me, but at the same time it's not about avoiding reality, I want to make things more real, but not always have to deal with the crap in my life, if that makes sense?"
Interviewer,Is there anyone you're really interested in working with?
Grimes,"I'd really like to work with Physical Therapy, I think he's super sick."
Interviewer,Anyone else?
Grimes,Anybody? Nicki Minaj!
Interviewer,Does it ever get lonely not having a band?
Grimes,"There's definitely solitary aspect to not having a band, and there are times when I wish that I did. Ultimately, this is something I would really need to do on my own; I couldn't work with anyone else, I think, it's really personal project. And I like that fact that I can be lying in bed trying to sleep and then getting up at two in the morning and recording. That's big for me. I need the control and spontaneity, and not have to rely on anyone, and not have anyone rely on me."
Interviewer,How did you meet?
Grimes,We have all the same friends.
Interviewer,Were those early incarnations of d'Eon and Grimes?
Grimes,I guess. You played traditional Eastern music....
Interviewer,"Yeah, I was playing Tibetan music at the time...."
Grimes,"And I was just like, it was Blue Hawaii but it was me instead of Raf."
Interviewer,"On the bill you were listed as Claire-slash-Alex, and not Grimes, and this was right before your first tape came out. And I was playing with my buddy under the name Hassan I Sabbah X."
Grimes,But I thought it would just be like B-sides and no one would ever hear it... it kind of is B-sides.
Interviewer,"Both of our labels were just like, ""Yeah we wanna get in on this!"" and decided to release it properly."
Grimes,We jammed twice. The first one we smoked a lot of weed and it was really good... second one not so good.
Interviewer,"We don't jam with other people very much, so... that's why we did the split, rather than a collaboration, because it would just be too stressful to compromise both of our ."
Grimes,Probably play shows. Remixes would be good. I was going to sing for you....
Interviewer,"Yeah, I definitely want to write some vocal music for her. There are certain things that I want to do vocally that I can't do, and I'd have to get someone like Claire to sing."
Grimes,"I like the idea of someone writing a song and me singing it. I do that with Devon, from upstairs Majical Cloudz."
Interviewer,When were the tracks on the split recorded? Were they B-sides to your respective 2010 albums?
Grimes,"Mine is post-'Halfaxa', but... I don't know what I did, why I wasn't writing music. I've since written an album, since the split, but for some reason I had nothing for it."
Interviewer,For me it was definitely all new....
Grimes,"A lot of mine was from Christmas break, in Vancouver."
Interviewer,"All my stuff was made for the split. Over six months to a year, when I was recording 'Palinopsia', I was thinking on the side, maybe I should do something for this split that might happen someday. I made like four tracks, and then you made some tracks, and then we scrapped those and made some more...."
Grimes,Yeah we went through so much crap.
Interviewer,So there's probably at least twenty songs.
Grimes,B-sides for b-sides.
Interviewer,"My side was basically done in January. I did those four songs really quick, because I wanted it to go together, as parts."
Grimes,"I decided I'm going to be a video director. I think music videos are really important, and you can approach them the same way as you approach a song. For me, it doesn't need a narrative, it can just be an abstract representation of a sonic piece, rather than like, a film. I really wanted to do something that was... kind of impish... J-pop feel, but also kind of creepy."
Interviewer,They seem like two parts of a whole.
Grimes,I just wish we could have used the same camera for both though.
Interviewer,"But it's kind of cool, it's a little more DIY."
Grimes,I like that yours is DIY....
Interviewer,"Claire and Sadaf, who did the photos for the cover, are mostly responsible for the visual stuff, because I'm not really a visual artist and I don't have that sort of eye. But I'm really glad we used that photo for the album cover. It's weird, a lot of people in this sort of circle of music don't really use their faces."
Grimes,We want to bring back the pop star. Like an Alicia Keys cover where it's just her face.
Interviewer,"I am a little wary of having my face on the internet, but it is a little more distinctive just to have somebody's face instead of some abstract art."
Grimes,I think it's necessary.
Interviewer,"I kind of look like a metalhead, or a junkie, or a hippie or whatever, none of which I am. I like that cognitive dissonance, because you hear some of the songs and you think, ""This guy sounds like Phil Collins or Ashanti,"" but then you see the video and you're maybe like ""Who the fuck is this guy?"" I like not looking like my music."
Grimes,The photos are almost distastefully high contrast.
Interviewer,"Yeah, knowing what you look like it's hard for me to dissociate, but to some person, the people on the cover might not be you."
Grimes,"Same with Single Ladies! There's a visual catchiness. Humans like to look at people are there any really famous landscape paintings? Music is about humanity. I like pop stars because you can see who they are. Knowing who made something can make it a lot better, or a lot worse."
Interviewer,I think there is a rawness in the synchronized dancing in your  video in particular.
Grimes,"The actual production of that video was really intense and everyone got quite drunk... one girl puked. For everyone it was really nerve-wracking, but at the end we were really comfortable. It was a really long day. I wanted it to have this impish, we're-just-pulling-it-together quality, which it does kind of have, but then it's also got that...."
Interviewer,Sheen?
Grimes,It's got a sheen. I love the sheen. The guy who shot it  really knows what he's doing.
Interviewer,"Yeah, he's involved with fashion...."
Grimes,"He mostly does fashion stuff and that's why I like working with him, because he's turning Grimes into a fashion thing, and I really like that."
Interviewer,"Yeah that's part of the whole popstar culture now, with fashion. It used to be you could be a popstar look at Phil Collins...."
Grimes,Phil Collins all the time!
Interviewer,"I know... but he's a good example because in his videos he's wearing a sweater and some jeans... but now if you want to be a pop singer you have to always wear haute couture, avant garde, crazy shit."
Grimes,I love that.
Interviewer,"Claire, you're really into that angle but you  were talking about having a dissociation from your music what is your stance on it?"
Grimes,"I've been studying popstars... those songs, I feel are old though. I've moved far beyond that, in terms of like... me and my manager Seb went into the studio and then we mixed everything, and he basically taught me everything is still bedroom, but we replaced a lot of the drums in the studio, put effects on the vocals. Seb made me... he was like, ""we're mixing the vocals high"" and I was like  ""no, I'm so scared... "" but now I love it, I just had to get over that fear of hearing myself sing."
Interviewer,"For me too, I learned a lot from Seb. I don't know how to actually produce...."
Grimes,"No, everything is gained."
Interviewer,"It's a huge struggle for me because when I was really small to sixteen or seventeen, my whole life was classical piano. And I quit that almost ten years ago, but music theory is subconsciously ingrained in my mind. I can't help but follow the musical rules. I feel like a lot of producers especially in jungle or dubstep or hardcore... the reason it sounds so good is because you've got a bassline happening in C minor, but the vocals are in D major and it fits because it sounds really weird. If I want to do something like that, I have to make the conscious decision to...."
Grimes,It's so subtly weird.
Interviewer,"I've always thought of that song as being particularly sad, and really desperate and full of dread. It's not goodtime music, it's badtime music!"
Grimes,It's also goodtime music for me!
Interviewer,"Okay, personally it's badtime music. When I was making all of these songs I was insurmountably fucking unhappy, very angry, I was living in a room without a window... I was like, I hate everything that life is giving me...."
Grimes,The smell of sex.
Interviewer,"And really fucked up lyrics. A really good example of that is the Magnetic Fields. He had a few synthpop albums in the nineties that sort of sound like the Silly Kissers. All those songs are super sweet and schmaltzy, and chintzy and a little bit cheesy, but there's one lyric"
Grimes,"I like it when people are cocky... Tyler the Creator, Wiz Khalifa...."
Interviewer,They do have a self-deprecating element as well though.
Grimes,"I think about it a lot... I want to, but... I feel like any intention I have musically is very abstract... ahh, it's a struggle. It's much harder to mask what you're saying when  how to get a word that's that ""ooh"". It's hard to have that meticulous of an idea about enunciation when you're trying to construct vocal parts. I like a lot of consonants together, like in Eastern European languages. I sang one song in Russian, I've been putting a lot of things backwards...."
Interviewer,I wish I knew Arabic... all those glottal stops and guttural sounds....
Grimes,"None of them seem distasteful to us, I mean... when was drum & bass? It was the thing, it was in there. I went to some bad parties... everyone danced with a backpack on...."
Interviewer,"In high school, I was so into jungle, jungle mixtapes from people on the internet. It was so foreign and British and strange, and it comes out. I'm definitely going to make more tracks with jungle breakbeats... but I get a little miffed when people claim this is such-and-such a throwback. You can't not throw back."
Grimes,The world is finite... nobody I know listens to just one genre.
Interviewer,What's coming up for both of you?
Grimes,"I'm working on a full-length, which I kind of feel is my first album. I've had to travel and play a lot... there's not going to be any crap on this one."
Interviewer,Is that through Arbutus?
Grimes,Yeah. And I'm touring a lot.
Interviewer,"Let's talk about Visions first. You put up a tweet a couple days ago, a retweet of someone calling your music ""A sonnet to the bad future of the Japanese version of Sonic CD.""."
Grimes,Did I really write that?
Interviewer,"No, you just retweeted it."
Grimes,"I'll be honest, I had taken all my clonazepam when I crossed the border a few days ago because I didn't have a prescription. So, a couple days ago, for about 48 hours, I have no memory of."
Interviewer,What's the clonazepam for?
Grimes,"Eh, recreational.."
Interviewer,"Happens, I guess. Still, with what I mentioned in mind, especially with the general response to Visions, including tweets like this, what do you feel about it?"
Grimes,"It's super varied. I feel like there's a couple different types of Grimes fans that interpret it totally differently. So there's more the Lykke Li type fans, who are all, ""We like pop music."" And then there's sort of the more experimental fans that I feel like are more my peers."
Interviewer,"So, more the Lizzi Bougatsos fans."
Grimes,"Yeah, something like that. It's hard, I don't read any of my press. I really don't know what people think ... of my music except when I'm speaking with my friends and contemporaries because we all just throw stuff off each other. I feel like I'm out of the loop."
Interviewer,"Well, it's a good idea. You put your head into too much press, it just drags you in."
Grimes,"Yeah, and it sort of influences you. It's like when the hippie culture started getting sold back to the hippies. The Internet creates this ""idea"" of you that you then feel like you need to fit into. I just don't want to get sucked into that. I just never want to try to make music that sounds like my other music, or try to appease my fans. It shouldn't be about that."
Interviewer,"Going into production, what was your setup? I know you were doing this in your apartment...."
Grimes,"I was using a Roland Juno-G, Line 6 M9 vocal processor, and a BOSS VE-20 vocal processor. I used GarageBand, but I only used it for tracking. I use Logic now. I really need to make clear that I no longer use GarageBand."
Interviewer,"It's OK that you used GarageBand, especially if you used it for a demo or something."
Grimes,"But you can't export lossless, though. I feel like the record could have been more hi-fi."
Interviewer,Don't mind that.
Grimes,Ghosts.
Interviewer,"It's just a stage... And then suddenly, the doors open and people are looking at us and I'm all ""What the hell?""."
Grimes,There's always a number of state of minds. That general anxiety and constant self-evaluation/being totally out of my mind.
Interviewer,"Going back to setup, you mentioned a couple vocal processors. Do you have a certain preference for that?"
Grimes,I just felt that GarageBand didn't have good vocal effects.
Interviewer,"Well, that's obvious. You mentioned some specifics, I think it was a Line 6... ?"
Grimes,"Yeah. It's a guitar pedal actually, but still. At the time I made the record, I think I went crazy, because I didn't sleep for up to five or six days sometimes, and I was taking tons and tons of amphetamines. The whole thing is kind of like an insane prophetic glossolalic devotional piece or something."
Interviewer,"Speaking of your vocals, you seem to fluctuate a lot of the time in your tonality and inflection. What inspires you to do that?"
Grimes,"I just do what feels good. I don't try to think about it, really."
Interviewer,So it's more random and not some specific personality.
Grimes,"It's definitely not random. Music should just really be projected in a way that feels good. Not what the best thing to do is. I feel in the back of my head I know what the best thing to do is. I never sit down and and think, ""Now I'm going to sing like this,"" or, ""Now I'm gonna try and end like this."" It's always after the fact where I think, ""Well, my influences are really obvious here,"" or, ""I've listened to a lot this there and it comes through,"" da da da. Or occasionally, I'll be trying out stuff like... I remember seeing some interviews saying how Enya produces her own vocals, so I try to do a lot of that."
Interviewer,So you're big on singers like Enya and Elizabeth Fraser.
Grimes,"Yeah, Claire Hamill, too."
Interviewer,Does it bother you when people note or talk about your lisp?
Grimes,It used to. But I've gotten over it. I've accepted my fate.
Interviewer,"One thing I noted in looking over the artwork, there is this phrase in Russian  that translates roughly to ""But I warn you that this is the last time."" Is there any significance to that?"
Grimes,"I think it was, I just got a bit crazy with that record. I don't know, I just like to think about dying, whether or not I'm going to die. This record is, ""what if I died tomorrow?"" At the time I made the record, I think I went crazy, because I didn't sleep for up to five or six days sometimes, and I was taking tons and tons of amphetamines. The whole thing is kind of like an insane prophetic glossolalic devotional piece or something. But it's also obviously totally done in this pop way because that's what I know. That's how I interact with music."
Interviewer,So you're translating to fit within the language of the context?
Grimes,"I don't know if it's the past so much as the religious state of mind, if that makes any sense. Human beings are predisposed to complete irrationality or a desire to believe in something that is inexplicable, and potentially even devote themselves to that. That's what religion is, and what people have always fallen back on. I was raised in a super-Catholic environment. Now I'm not religious, but I do have the memory of how either a religious mindset or being religious works. A lot of my favorite composers and artists were really religious, and I think when you're creating art that isn't about your life, it's about a higher human consciousness or higher state of being that might not be human or might not be conscious. I think that's really beautiful. But then there's the fact that I play dance parties and exist totally on the Internet. I feel like I'm getting totally abstract here."
Interviewer,"No, no, you're fine. One thing to came to mind when I was coming over here was that you live in Montréal right now, I'm assuming Mile End or something like that...."
Grimes,"Yeah, I mean, I don't live anywhere right now, but when I did live in Montréal, I was on Parc and Van Horne."
Interviewer,"Anyway, before that, you were based in Vancouver. How much do these two places play off each other in terms of state of mind and this music?"
Grimes,"Well I think Vancouver was pretty formative for me, both in terms of the fact of being imbued in Asian culture and also nature. Also, the whole goth/industrial scene that was there when I was growing up kind of made me who I am, and caused me to identify as, ""I'm into music, I'm into alternative. That's me!"" Some stupid immature teenage shit, but at the end of the day, that's how I came to be."
Interviewer,You refer to Montréal in the past tense. Where do you intend to go after this tour?
Grimes,"Moving to Los Angeles, baby!"
Interviewer,"Going into your live setup, you've had Born Gold as sort of your backing band during this tour. Could you describe your current setup now in regards to that?"
